,condition,url
1042,Full-Thickness Skin Graft,https://www.drugs.com/cg/full-thickness-skin-graft.html
1043,Full-Thickness Skin Grafting,https://www.drugs.com/cg/full-thickness-skin-grafting-aftercare-instructions.html
1044,Functional Constipation,https://www.drugs.com/condition/chronic-idiopathic-constipation.html
1045,Functional Dyspepsia,https://www.drugs.com/mcd/functional-dyspepsia
1046,Functional Gastric Disorder,https://www.drugs.com/cg/gassy-foods-diet.html
1047,Functional Neurologic Disorders/Conversion Disorder,https://www.drugs.com/mcd/functional-neurologic-disorders-conversion-disorder
1048,Functional Ovarian Cysts,https://www.drugs.com/cg/ovarian-cyst.html
1049,Fundoplication in Adults,https://www.drugs.com/cg/fundoplication-in-adults.html
1050,Fundoplication in Children,https://www.drugs.com/cg/fundoplication-in-children.html
1051,Fungal Endocarditis,https://www.drugs.com/condition/fungal-endocarditis.html
1052,Fungal Infection,https://www.drugs.com/condition/fungal-infections.html
1053,Fungal Infection Prevention,https://www.drugs.com/condition/fungal-infection-prevention.html
1054,Fungal Infection Prophylaxis,https://www.drugs.com/condition/fungal-infection-prophylaxis.html
1055,"Fungal Infection, Body",https://www.drugs.com/cg/tinea-corporis.html
1056,"Fungal Infection, Feet",https://www.drugs.com/cg/athlete-s-foot.html
1057,"Fungal Infection, Fingernail",https://www.drugs.com/mcd/nail-fungus
1058,"Fungal Infection, Groin",https://www.drugs.com/cg/jock-itch.html
1059,"Fungal Infection, Internal and Disseminated",https://www.drugs.com/condition/fungal-infection-disseminated.html
1060,"Fungal Infection, Nails",https://www.drugs.com/health-guide/toenail-fungus-onychomycosis.html
1061,"Fungal Infection, Scalp",https://www.drugs.com/cg/tinea-capitis.html
1062,"Fungal Infection, Toenail",https://www.drugs.com/cg/toenail-fingernail-removal.html
1063,Fungal Meningitis,https://www.drugs.com/cg/fungal-meningitis.html
1064,Fungal Peritonitis,https://www.drugs.com/condition/fungal-peritonitis.html
1065,Fungal Pneumonia,https://www.drugs.com/condition/fungal-pneumonia.html
2006,Furuncle,https://www.drugs.com/cg/furuncle.html
1386,Furuncle,https://www.drugs.com/cg/furuncle.html
1602,Furuncle,https://www.drugs.com/cg/furuncle.html
1066,Furuncle,https://www.drugs.com/cg/furuncle.html
1067,Furunculosis and Carbunculosis,https://www.drugs.com/cg/furunculosis-and-carbunculosis.html
1603,Fusariosis,https://www.drugs.com/condition/fusariosis.html
1068,Fusariosis,https://www.drugs.com/condition/fusariosis.html
1387,Fusariosis,https://www.drugs.com/condition/fusariosis.html
2007,Fusariosis,https://www.drugs.com/condition/fusariosis.html
1069,"Fusospirochetosis, Trench Mouth",https://www.drugs.com/condition/fusospirochetosis.html
1759,GERD,https://www.drugs.com/cg/gastroesophageal-reflux-disease.html
390,GERD,https://www.drugs.com/cg/gastroesophageal-reflux-disease.html
1747,Galactosemia,https://www.drugs.com/cg/lactose-free-diet.html
378,Galactosemia,https://www.drugs.com/cg/lactose-free-diet.html
1748,Gangrene,https://www.drugs.com/cg/gangrene.html
379,Gangrene,https://www.drugs.com/cg/gangrene.html
380,Gas,https://www.drugs.com/cg/gas-and-bloating.html
1749,Gas,https://www.drugs.com/cg/gas-and-bloating.html
1750,Gastrectomy,https://www.drugs.com/cg/gastrectomy.html
381,Gastrectomy,https://www.drugs.com/cg/gastrectomy.html
1751,Gastric Cancer,https://www.drugs.com/condition/gastric-cancer.html
382,Gastric Cancer,https://www.drugs.com/condition/gastric-cancer.html
1752,Gastric Ulcer,https://www.drugs.com/cg/peptic-ulcer.html
383,Gastric Ulcer,https://www.drugs.com/cg/peptic-ulcer.html
1753,Gastritis,https://www.drugs.com/cg/gastritis.html
384,Gastritis,https://www.drugs.com/cg/gastritis.html
1754,Gastroenteritis,https://www.drugs.com/cg/gastroenteritis.html
385,Gastroenteritis,https://www.drugs.com/cg/gastroenteritis.html
1755,Gastroesophageal Reflux Disease (GERD),https://www.drugs.com/gastro.html
386,Gastroesophageal Reflux Disease (GERD),https://www.drugs.com/gastro.html
387,Gastroesophageal Reflux Disease (GERD) (Harvard Health),https://www.drugs.com/health-guide/gastroesophageal-reflux-disease-gerd.html
1756,Gastroesophageal Reflux Disease (GERD) (Harvard Health),https://www.drugs.com/health-guide/gastroesophageal-reflux-disease-gerd.html
388,Genital Herpes,https://www.drugs.com/health-guide/genital-herpes.html
1757,Genital Herpes,https://www.drugs.com/health-guide/genital-herpes.html
389,Genital Warts,https://www.drugs.com/cg/genital-warts.html
1758,Genital Warts,https://www.drugs.com/cg/genital-warts.html
1760,Gingivitis,https://www.drugs.com/cg/gingivitis.html
391,Gingivitis,https://www.drugs.com/cg/gingivitis.html
392,Glaucoma,https://www.drugs.com/cg/glaucoma.html
1761,Glaucoma,https://www.drugs.com/cg/glaucoma.html
393,Glomerulonephritis,https://www.drugs.com/cg/glomerulonephritis.html
1762,Glomerulonephritis,https://www.drugs.com/cg/glomerulonephritis.html
394,Goiter,https://www.drugs.com/mcd/goiter
1763,Goiter,https://www.drugs.com/mcd/goiter
395,Gonorrhea,https://www.drugs.com/cg/gonorrhea.html
1764,Gonorrhea,https://www.drugs.com/cg/gonorrhea.html
1765,Gouty Arthritis,https://www.drugs.com/cg/gout.html
396,Gouty Arthritis,https://www.drugs.com/cg/gout.html
397,Gynecomastia,https://www.drugs.com/cg/gynecomastia.html
1766,Gynecomastia,https://www.drugs.com/cg/gynecomastia.html
636,Head & Neck Surgery,https://www.drugs.com/condition/head-neck-surgery.html
638,Head Imaging,https://www.drugs.com/condition/head-imaging.html
639,Head Injury,https://www.drugs.com/cg/head-injury.html
640,Head Injury in Adults,https://www.drugs.com/health-guide/head-injury-in-adults.html
641,Head Injury in Children,https://www.drugs.com/cg/head-injury-in-children.html
642,Head Injury w/ Intracranial Hemorrhage and Loss of Consciousness,https://www.drugs.com/condition/head-injury-w-intracranial-hemorrhage-and-loss-of-consciousness.html
643,Head Injury with Intracranial Hemorrhage,https://www.drugs.com/condition/head-injury-with-intracranial-hemorrhage.html
644,Head Injury with Loss of Consciousness,https://www.drugs.com/cg/concussion-in-adults.html
645,Head Laceration,https://www.drugs.com/cg/head-laceration.html
646,Head Lice,https://www.drugs.com/health-guide/head-lice.html
647,Head Lice in Children,https://www.drugs.com/cg/head-lice-in-children.html
637,Head and Neck Cancer,https://www.drugs.com/health-guide/head-and-neck-cancer.html
648,Headache,https://www.drugs.com/health-guide/headache.html
649,Headaches in Children,https://www.drugs.com/mcd/headaches-in-children
650,Healthy Lifestyle after a Heart Attack,https://www.drugs.com/cg/healthy-lifestyle-after-a-heart-attack-ambulatory-care.html
651,Healthy Living for Adolescents,https://www.drugs.com/cg/healthy-living-for-adolescents.html
652,Healthy Living for Children,https://www.drugs.com/cg/healthy-living-for-children.html
653,Healthy Living for Infants,https://www.drugs.com/cg/healthy-living-for-infants.html
654,Healthy Meal Plan for Children,https://www.drugs.com/cg/healthy-meal-plan-for-children-ambulatory-care.html
655,Healthy Snacks for Athletes,https://www.drugs.com/cg/healthy-snacks-for-athletes.html
656,Hearing Loss,https://www.drugs.com/cg/hearing-loss.html
657,Hearing Loss in Adults,https://www.drugs.com/health-guide/hearing-loss-in-adults.html
658,Hearing Loss in Children,https://www.drugs.com/cg/hearing-loss-in-children.html
659,Heart Arrhythmia,https://www.drugs.com/mcd/heart-arrhythmia
660,Heart Attack,https://www.drugs.com/cg/heart-attack.html
661,Heart Attack (Myocardial Infarction),https://www.drugs.com/health-guide/heart-attack-myocardial-infarction.html
662,Heart Block,https://www.drugs.com/cg/heart-block.html
663,Heart Catheterization,https://www.drugs.com/cg/heart-catheterization.html
664,Heart Catheterization in Children,https://www.drugs.com/cg/heart-catheterization-in-children.html
665,Heart Disease,https://www.drugs.com/heart.html
666,Heart Disease (Mayo Clinic),https://www.drugs.com/mcd/heart-disease
667,Heart Failure,https://www.drugs.com/cg/heart-failure.html
668,Heart Healthy Diet,https://www.drugs.com/cg/heart-healthy-diet.html
669,Heart Murmur,https://www.drugs.com/cg/heart-murmur.html
670,Heart Pains,https://www.drugs.com/cg/angina.html
671,Heart Palpitations,https://www.drugs.com/cg/heart-palpitations.html
672,Heart Palpitations in Adolescents,https://www.drugs.com/cg/heart-palpitations-in-adolescents.html
673,Heart Transplant,https://www.drugs.com/cg/heart-transplant-aftercare-instructions.html
674,Heart Ultrasound,https://www.drugs.com/condition/echocardiography.html
675,Heart Valve Disease,https://www.drugs.com/mcd/heart-valve-disease
676,Heart Valve Problems,https://www.drugs.com/health-guide/heart-valve-problems.html
677,Heart Valve Replacement,https://www.drugs.com/health-guide/heart-valve-replacement.html
678,Heart-Lung Transplant,https://www.drugs.com/health-guide/heart-lung-transplant.html
679,Heartburn,https://www.drugs.com/mcd/heartburn
680,Heat Cramps,https://www.drugs.com/cg/heat-cramps.html
681,Heat Exhaustion,https://www.drugs.com/cg/heat-exhaustion.html
682,Heat Pack Application,https://www.drugs.com/cg/heat-pack-application.html
683,Heat Rash,https://www.drugs.com/mcd/heat-rash
684,Heat Stress,https://www.drugs.com/condition/heat-stress.html
685,Heat Stroke (Hyperthermia),https://www.drugs.com/health-guide/heat-stroke-hyperthermia.html
686,Heatstroke,https://www.drugs.com/cg/heatstroke.html
687,Heavy Menstrual Bleeding,https://www.drugs.com/cg/menorrhagia.html
688,Heel Pain,https://www.drugs.com/health-guide/heel-pain.html
689,Heel Spur,https://www.drugs.com/cg/heel-spur-aftercare-instructions.html
690,Helicobacter Pylori,https://www.drugs.com/cg/helicobacter-pylori.html
691,Helicobacter Pylori (H. Pylori) Infection,https://www.drugs.com/mcd/helicobacter-pylori-h-pylori-infection
692,Helicobacter Pylori Antibodies,https://www.drugs.com/cg/helicobacter-pylori-antibodies.html
693,Helicobacter Pylori Infection,https://www.drugs.com/cg/helicobacter-pylori.html
694,Hellp Syndrome,https://www.drugs.com/cg/hellp-syndrome.html
695,Helminthic Infection,https://www.drugs.com/condition/helminthic-infection.html
696,Help Prevent Suicide,https://www.drugs.com/cg/help-prevent-suicide.html
697,Help Prevent Suicide in Children and Adolescents,https://www.drugs.com/cg/help-prevent-suicide-in-children-and-adolescents.html
698,Help Prevent Suicide in Older Adults,https://www.drugs.com/cg/help-prevent-suicide-in-older-adults.html
699,Help your Child Prevent Cardiovascular Disease,https://www.drugs.com/cg/help-your-child-prevent-cardiovascular-disease.html
700,Hemangioma,https://www.drugs.com/mcd/hemangioma
701,Hemangioma of the Liver,https://www.drugs.com/condition/benign-liver-tumor.html
702,Hemarthrosis,https://www.drugs.com/cg/hemarthrosis.html
703,Hematemesis,https://www.drugs.com/cg/hematemesis.html
704,Hematoma,https://www.drugs.com/cg/hematoma-aftercare-instructions.html
705,Hematospermia,https://www.drugs.com/cg/hematospermia.html
706,Hematuria,https://www.drugs.com/cg/hematuria.html
707,Hemiplegic Migraine,https://www.drugs.com/cg/migraine-headache.html
708,Hemoccult Test,https://www.drugs.com/cg/hemoccult-test.html
709,Hemochromatosis,https://www.drugs.com/cg/hemochromatosis.html
710,Hemodialysis,https://www.drugs.com/cg/hemodialysis.html
711,Hemodialysis Anticoagulation,https://www.drugs.com/condition/hemodialysis-anticoagulation.html
714,Hemodialysis Schedules,https://www.drugs.com/cg/hemodialysis-schedules.html
712,Hemodialysis for Acute Kidney Failure,https://www.drugs.com/cg/hemodialysis-for-acute-kidney-failure.html
713,Hemodialysis for Acute Renal Failure,https://www.drugs.com/cg/hemodialysis-for-acute-renal-failure.html
715,Hemoglobin A1c,https://www.drugs.com/cg/hemoglobin-a1c.html
716,Hemoglobin Electrophoresis,https://www.drugs.com/cg/hemoglobin-electrophoresis.html
717,Hemoglobin SS Disease,https://www.drugs.com/cg/sickle-cell-disease.html
718,Hemoglobinopathy,https://www.drugs.com/condition/hemoglobinopathy.html
719,Hemolytic Anemia,https://www.drugs.com/cg/hemolytic-anemia.html
720,Hemolytic Uremic Syndrome,https://www.drugs.com/cg/hemolytic-uremic-syndrome.html
721,Hemolytic Uremic Syndrome (HUS),https://www.drugs.com/mcd/hemolytic-uremic-syndrome-hus
722,Hemopericardium,https://www.drugs.com/condition/hemopericardium.html
723,Hemophagocytic Lymphohistiocytosis,https://www.drugs.com/condition/hemophagocytic-lymphohistiocytosis.html
724,Hemophagocytic Syndrome,https://www.drugs.com/condition/hemophagocytic-lymphohistiocytosis.html
725,Hemophilia,https://www.drugs.com/cg/hemophilia.html
726,Hemophilia A,https://www.drugs.com/condition/hemophilia-a.html
727,Hemophilia A with Inhibitors,https://www.drugs.com/condition/hemophilia-a-with-inhibitors.html
728,Hemophilia B,https://www.drugs.com/condition/hemophilia-b.html
729,Hemophilia in Children,https://www.drugs.com/cg/hemophilia-in-children.html
730,Hemoptysis,https://www.drugs.com/cg/hemoptysis.html
731,"Hemorrhage, Intracerebral",https://www.drugs.com/health-guide/hemorrhagic-stroke.html
732,Hemorrhagic Cystitis Prophylaxis,https://www.drugs.com/condition/hemorrhagic-cystitis-prophylaxis.html
733,Hemorrhagic Familial Nephritis,https://www.drugs.com/condition/alport-syndrome.html
734,Hemorrhagic Fever,https://www.drugs.com/condition/hemorrhagic-fever.html
735,Hemorrhagic Nephrosonephritis,https://www.drugs.com/condition/hemorrhagic-nephrosonephritis.html
736,Hemorrhagic Stroke,https://www.drugs.com/health-guide/hemorrhagic-stroke.html
737,Hemorrhoidectomy,https://www.drugs.com/cg/hemorrhoidectomy.html
738,Hemorrhoids,https://www.drugs.com/cg/hemorrhoids.html
739,Hemorrhoids: FAQs for a Common Medical Condition,https://www.drugs.com/article/hemorrhoids-faq.html
740,Hemosiderosis,https://www.drugs.com/condition/hemosiderosis.html
741,Hemostasis,https://www.drugs.com/condition/hemostasis.html
742,Hemovac Drain Care,https://www.drugs.com/cg/hemovac-drain-care.html
743,Henoch-Schonlein Purpura,https://www.drugs.com/cg/henoch-schonlein-purpura.html
744,Heparin Overdose,https://www.drugs.com/condition/heparin-overdose.html
745,Heparin-Induced Thrombocytopenia,https://www.drugs.com/cg/heparin-induced-thrombocytopenia.html
746,Hepatic Adenoma,https://www.drugs.com/condition/benign-liver-tumor.html
747,Hepatic Coma,https://www.drugs.com/condition/hepatic-coma.html
748,Hepatic Encephalopathy,https://www.drugs.com/cg/hepatic-encephalopathy.html
749,Hepatic Hemangioma,https://www.drugs.com/condition/benign-liver-tumor.html
750,Hepatic Portoenterostomy in Infants,https://www.drugs.com/cg/hepatic-portoenterostomy-in-infants.html
751,Hepatic Tumor,https://www.drugs.com/mcd/hepatocellular-carcinoma
752,"Hepatic Vein Obstruction, Budd-Chiari",https://www.drugs.com/condition/thrombotic-thromboembolic-disorder.html
753,Hepatic Veno-Occlusive Disease,https://www.drugs.com/condition/hepatic-veno-occlusive-disease.html
754,Hepatitis,https://www.drugs.com/health-guide/hepatitis.html
755,Hepatitis A,https://www.drugs.com/cg/hepatitis-a.html
757,Hepatitis A Prophylaxis,https://www.drugs.com/condition/hepatitis-a-prophylaxis.html
758,Hepatitis A Vaccine,https://www.drugs.com/cg/hepatitis-a-vaccine.html
759,Hepatitis A Vaccine for Children,https://www.drugs.com/cg/hepatitis-a-vaccine-for-children.html
756,Hepatitis A in Children,https://www.drugs.com/cg/hepatitis-a-in-children.html
760,Hepatitis B,https://www.drugs.com/cg/hepatitis-b.html
762,Hepatitis B Prevention,https://www.drugs.com/cg/hepatitis-b-vaccine.html
763,Hepatitis B Prophylaxis,https://www.drugs.com/cg/hepatitis-b-vaccine.html
764,Hepatitis B Vaccine,https://www.drugs.com/cg/hepatitis-b-vaccine.html
765,Hepatitis B Vaccine for Children,https://www.drugs.com/cg/hepatitis-b-vaccine-for-children.html
761,Hepatitis B in Children,https://www.drugs.com/cg/hepatitis-b-in-children.html
766,"Hepatitis B, Chronic",https://www.drugs.com/cg/hepatitis-b.html
767,Hepatitis C,https://www.drugs.com/cg/hepatitis-c.html
768,Hepatitis C in Children,https://www.drugs.com/cg/hepatitis-c-in-children.html
769,"Hepatitis C, Chronic",https://www.drugs.com/cg/hepatitis-c.html
770,Hepatocellular Adenoma,https://www.drugs.com/condition/benign-liver-tumor.html
771,Hepatocellular Carcinoma,https://www.drugs.com/mcd/hepatocellular-carcinoma
772,Hepatopulmonary Syndrome,https://www.drugs.com/mcd/hepatopulmonary-syndrome
773,Hepatorenal Syndrome,https://www.drugs.com/condition/hepatorenal-syndrome.html
774,Herbal Supplementation,https://www.drugs.com/condition/herbal-supplementation.html
775,Hereditary Angioedema,https://www.drugs.com/cg/angioedema.html
776,Hereditary Breast and Ovarian Cancer Syndrome,https://www.drugs.com/cg/hereditary-breast-and-ovarian-cancer-syndrome.html
777,Hereditary Hemorrhagic Telangiectasia,https://www.drugs.com/mcd/hereditary-hemorrhagic-telangiectasia
778,Hereditary Motor and Sensory Neuropathy,https://www.drugs.com/mcd/charcot-marie-tooth-disease
779,Hereditary Nephritis,https://www.drugs.com/condition/alport-syndrome.html
780,Hereditary Orotic Aciduria,https://www.drugs.com/condition/hereditary-orotic-aciduria.html
781,Hereditary Tyrosinemia Type 1,https://www.drugs.com/condition/hereditary-tyrosinemia-type-1.html
782,Hereditary-Patterned Baldness,https://www.drugs.com/health-guide/hereditary-patterned-baldness.html
783,Hernia,https://www.drugs.com/cg/hernia.html
784,Hernia - Hiatal,https://www.drugs.com/cg/hiatal-hernia.html
785,Hernia Repair,https://www.drugs.com/health-guide/hernia-repair.html
786,Herniated Disk,https://www.drugs.com/health-guide/herniated-disk.html
787,Herpes Gingivostomatitis in Children,https://www.drugs.com/cg/herpes-gingivostomatitis-in-children.html
788,Herpes Oticus,https://www.drugs.com/mcd/ramsay-hunt-syndrome
789,Herpes Simplex,https://www.drugs.com/cg/oral-herpes-simplex.html
790,Herpes Simplex - Congenital,https://www.drugs.com/condition/herpes-simplex-congenital.html
791,Herpes Simplex Dendritic Keratitis,https://www.drugs.com/condition/herpes-simplex-dendritic-keratitis.html
792,Herpes Simplex Encephalitis,https://www.drugs.com/condition/herpes-simplex-encephalitis.html
793,Herpes Simplex Iridocyclitis,https://www.drugs.com/condition/herpes-simplex-iridocyclitis.html
794,Herpes Simplex Labialis,https://www.drugs.com/cg/oral-herpes-simplex.html
795,Herpes Simplex Otitis Externa,https://www.drugs.com/condition/herpes-simplex-otitis-externa.html
796,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",https://www.drugs.com/condition/herpes-simplex-mucocutaneous-immunocompetent-host.html
797,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",https://www.drugs.com/condition/herpes-simplex-mucocutaneous-immunocompromised-host.html
798,"Herpes Simplex, Prophylaxis",https://www.drugs.com/condition/herpes-simplex-prophylaxis.html
799,"Herpes Simplex, Suppression",https://www.drugs.com/cg/oral-herpes-simplex-virus-infections.html
800,Herpes Zoster,https://www.drugs.com/cg/shingles.html
801,Herpes Zoster Auricularis,https://www.drugs.com/mcd/ramsay-hunt-syndrome
802,Herpes Zoster Iridocyclitis,https://www.drugs.com/condition/herpes-zoster-iridocyclitis.html
803,Herpes Zoster Meningitis,https://www.drugs.com/condition/herpes-zoster-meningitis.html
804,Herpes Zoster Myelitis,https://www.drugs.com/condition/herpes-zoster-myelitis.html
805,Herpes Zoster Oticus,https://www.drugs.com/mcd/ramsay-hunt-syndrome
806,Herpes Zoster Otitis Externa,https://www.drugs.com/mcd/ramsay-hunt-syndrome
807,Herpes Zoster Peripheral Neuropathy,https://www.drugs.com/condition/herpes-zoster-peripheral-neuropathy.html
808,"Herpes Zoster, Prophylaxis",https://www.drugs.com/condition/herpes-zoster-prophylaxis.html
809,Herpetic Keratitis,https://www.drugs.com/condition/ocular-herpes-simplex.html
810,"Heterophyes Heterophyes, Intestinal Fluke",https://www.drugs.com/condition/heterophyes-heterophyes-intestinal-fluke.html
811,Heterotopic Ossification,https://www.drugs.com/condition/heterotopic-ossification.html
812,"Heterotopic Ossification, Spinal Cord Injury",https://www.drugs.com/condition/heterotopic-ossification-spinal-cord-injury.html
813,"Heterotopic Ossification, Total Hip Arthroplasty",https://www.drugs.com/condition/heterotopic-ossification-total-hip-arthroplasty.html
815,Heterozygous FH,https://www.drugs.com/cg/cholesterol-and-your-health.html
814,Heterozygous Familial Hypercholesterolemia,https://www.drugs.com/cg/cholesterol-and-your-health.html
101,Hydatid Disease,https://www.drugs.com/condition/hydatid-disease.html
102,Hydrocele,https://www.drugs.com/cg/hydrocele.html
103,Hydrocephalus,https://www.drugs.com/cg/hydrocephalus.html
104,Hydrocephalus in Children,https://www.drugs.com/cg/hydrocephalus-in-children.html
105,Hydronephrosis,https://www.drugs.com/cg/hydronephrosis.html
106,Hydronephrosis in Children,https://www.drugs.com/cg/hydronephrosis-in-children.html
107,Hydrothermal Endometrial Ablation,https://www.drugs.com/cg/hydrothermal-endometrial-ablation.html
108,Hymenolepiasis,https://www.drugs.com/condition/hymenolepis-nana-dwarf-tapeworm.html
109,Hyperacousis,https://www.drugs.com/condition/hyperacusis.html
110,Hyperacusis,https://www.drugs.com/condition/hyperacusis.html
111,Hyperadrenocorticism,https://www.drugs.com/condition/hyperadrenocorticism.html
112,Hyperaldosteronism,https://www.drugs.com/condition/hyperaldosteronism.html
113,Hyperammonemia,https://www.drugs.com/condition/hyperammonemia.html
114,Hyperbilirubinemia,https://www.drugs.com/cg/newborn-hyperbilirubinemia.html
115,Hypercalcemia,https://www.drugs.com/cg/hypercalcemia.html
116,Hypercalcemia of Malignancy,https://www.drugs.com/condition/hypercalcemia-of-malignancy.html
117,Hypercalciuria,https://www.drugs.com/condition/hypercalciuria.html
118,Hypercholesterolemia,https://www.drugs.com/cg/hyperlipidemia.html
119,"Hypercholesterolemia, Familial",https://www.drugs.com/cg/hyperlipidemia.html
120,"Hypercholesterolemia, Familial Heterozygous",https://www.drugs.com/cg/cholesterol-and-your-health.html
121,"Hypercholesterolemia, Familial Homozygous",https://www.drugs.com/health-guide/high-cholesterol-hypercholesterolemia.html
122,Hypercoagulation,https://www.drugs.com/cg/hypercoagulation.html
123,Hyperekplexia,https://www.drugs.com/condition/hyperekplexia.html
124,Hyperemesis Diet,https://www.drugs.com/cg/hyperemesis-diet.html
125,Hyperemesis Gravidarum,https://www.drugs.com/cg/hyperemesis-gravidarum.html
126,Hyperemesis Gravidarum with Metabolic Disturbance,https://www.drugs.com/cg/hyperemesis-diet.html
127,Hypereosinophilic Syndrome,https://www.drugs.com/cg/hypereosinophilic-syndrome.html
128,Hyperexplexia,https://www.drugs.com/condition/hyperekplexia.html
129,Hyperglycemia,https://www.drugs.com/cg/prediabetes.html
130,Hyperglycemia in Diabetes,https://www.drugs.com/mcd/hyperglycemia-in-diabetes
131,Hyperhidrosis,https://www.drugs.com/mcd/hyperhidrosis
132,Hyperhomocysteinemia,https://www.drugs.com/condition/hyperhomocysteinemia.html
133,Hyperhomocystenemia,https://www.drugs.com/condition/hyperhomocysteinemia.html
134,Hyperimmunoglobulin D Periodic Fever Syndrome,https://www.drugs.com/condition/hyperimmunoglobulin-d-syndrome.html
135,Hyperimmunoglobulin D Syndrome,https://www.drugs.com/condition/hyperimmunoglobulin-d-syndrome.html
136,Hyperkalemia,https://www.drugs.com/cg/hyperkalemia.html
137,Hyperkalemic Periodic Paralysis,https://www.drugs.com/condition/hyperkalemic-periodic-paralysis.html
138,Hyperkeratosis,https://www.drugs.com/health-guide/hyperkeratosis.html
139,Hyperkinetic Syndrome of Childhood,https://www.drugs.com/condition/hyperkinetic-syndrome-of-childhood.html
140,Hyperlipidemia,https://www.drugs.com/cg/hyperlipidemia.html
141,Hyperlipoproteinemia,https://www.drugs.com/condition/hyperlipoproteinemia.html
144,"Hyperlipoproteinemia Type III, Elevated Beta-VLDL   IDL",https://www.drugs.com/condition/hyperlipoproteinemia-type-iii-elevated-beta-vldl-idl.html
142,"Hyperlipoproteinemia Type IIa, Elevated LDL",https://www.drugs.com/condition/hyperlipoproteinemia-type-iia-elevated-ldl.html
143,"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",https://www.drugs.com/condition/hyperlipoproteinemia-type-iib-elevated-ldl-vldl.html
145,"Hyperlipoproteinemia Type IV, Elevated VLDL",https://www.drugs.com/condition/hyperlipoproteinemia-type-iv-elevated-vldl.html
146,"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",https://www.drugs.com/condition/hyperlipoproteinemia-type-v-elevated-chylomicrons-vldl.html
149,"Hyperlipoproteinemia, Fredrickson Type III",https://www.drugs.com/condition/hyperlipoproteinemia-type-iii-elevated-beta-vldl-idl.html
147,"Hyperlipoproteinemia, Fredrickson Type IIa",https://www.drugs.com/condition/hyperlipoproteinemia-type-iia-elevated-ldl.html
148,"Hyperlipoproteinemia, Fredrickson Type IIb",https://www.drugs.com/condition/hyperlipoproteinemia-type-iib-elevated-ldl-vldl.html
150,"Hyperlipoproteinemia, Fredrickson Type IV",https://www.drugs.com/condition/hyperlipoproteinemia-type-iv-elevated-vldl.html
151,"Hyperlipoproteinemia, Fredrickson Type V",https://www.drugs.com/condition/hyperlipoproteinemia-type-v-elevated-chylomicrons-vldl.html
152,Hypermagnesemia,https://www.drugs.com/cg/hypermagnesemia.html
153,Hypernatremia,https://www.drugs.com/cg/hypernatremia.html
154,Hypernephroma,https://www.drugs.com/condition/renal-cell-carcinoma.html
155,Hyperosmolar Hyperglycemic State,https://www.drugs.com/cg/hyperosmolar-hyperglycemic-state.html
156,Hyperostotic Spondylosis,https://www.drugs.com/condition/diffuse-idiopathic-skeletal-hyperostosis.html
157,Hyperoxaluria and Oxalosis,https://www.drugs.com/mcd/hyperoxaluria-and-oxalosis
158,Hyperparathyroidism,https://www.drugs.com/cg/hyperparathyroidism.html
159,Hyperparathyroidism Secondary to Renal Impairment,https://www.drugs.com/condition/hyperparathyroidism-secondary-to-renal-impairment.html
160,Hyperphosphatemia,https://www.drugs.com/condition/hyperphosphatemia.html
161,Hyperphosphatemia of Renal Failure,https://www.drugs.com/condition/hyperphosphatemia-of-renal-failure.html
162,Hyperprolactinemia,https://www.drugs.com/condition/hyperprolactinemia.html
163,Hypersecretory Conditions,https://www.drugs.com/condition/hypersecretory-conditions.html
164,Hypersensitivity Vasculitis,https://www.drugs.com/condition/hypersensitivity-vasculitis.html
165,Hypersexuality State,https://www.drugs.com/condition/hypersexuality-state.html
166,Hypersomnia,https://www.drugs.com/condition/drowsiness.html
167,Hypertension,https://www.drugs.com/cg/hypertension.html
168,Hypertension and Diabetes,https://www.drugs.com/cg/hypertension-and-diabetes.html
169,Hypertension during Pregnancy,https://www.drugs.com/cg/hypertension-during-pregnancy.html
170,Hypertension in Adolescents,https://www.drugs.com/cg/hypertension-in-adolescents.html
171,Hypertension in Children,https://www.drugs.com/cg/hypertension-in-children.html
172,Hypertension in the Older Adult,https://www.drugs.com/cg/hypertension-in-the-older-adult.html
173,Hypertensive Congestive Heart Failure,https://www.drugs.com/condition/hypertensive-congestive-heart-failure.html
174,Hypertensive Crisis,https://www.drugs.com/cg/hypertensive-crisis.html
175,Hypertensive Emergency,https://www.drugs.com/cg/hypertensive-crisis.html
176,Hypertensive Encephalopathy,https://www.drugs.com/condition/hypertensive-encephalopathy.html
177,Hypertensive Heart Disease,https://www.drugs.com/condition/hypertensive-heart-disease.html
179,Hypertensive Heart Without CHF and Renal Disease,https://www.drugs.com/condition/hypertensive-heart-w-o-chf-and-renal-disease.html
178,Hypertensive Heart with CHF and Renal Disease,https://www.drugs.com/condition/hypertensive-heart-w-chf-and-renal-disease.html
180,Hypertensive Hemorrhage,https://www.drugs.com/health-guide/hemorrhagic-stroke.html
181,Hypertensive Renal Disease,https://www.drugs.com/condition/hypertensive-renal-disease.html
182,Hypertensive Retinopathy,https://www.drugs.com/condition/hypertensive-retinopathy.html
183,Hypertensive Urgency,https://www.drugs.com/condition/hypertensive-urgency.html
