condition,drugName,mean_p
Inflammatory Conditions,Prednisolone,0.133651668
Inflammatory Conditions,Prednisone,0.67557436
Inflammatory Conditions,Solu-Medrol,0.186260002
Influenza,Acetaminophen / chlorpheniramine,0.364767472
Influenza,Acetaminophen / phenyltoloxamine,0.081994888
Influenza,Oseltamivir,0.123239269
Influenza,Tamiflu,0.122857547
Influenza,Zanamivir,0.041056033
Influenza Prophylaxis,FluMist,1.185290922
Influenza Prophylaxis,FluMist Quadrivalent,0
Influenza Prophylaxis,"Influenza virus vaccine, inactivated",0.980989787
Influenza Prophylaxis,"Influenza virus vaccine, live, trivalent",0.433120459
Influenza Prophylaxis,Tamiflu,2.430030324
Insomnia,Acetaminophen / diphenhydramine,0.020428239
Insomnia,Ambien,0.042868193
Insomnia,Ambien CR,0.027081584
Insomnia,Amitriptyline,0.078836847
Insomnia,Ativan,0.109715009
Insomnia,Belsomra,0.031548121
Insomnia,Benadryl Allergy,0.013183334
Insomnia,Chloral hydrate,0.014366957
Insomnia,Clonazepam,0.062272074
Insomnia,Compoz Nighttime Sleep Aid,0.02949089
Insomnia,Dalmane,0.066210828
Insomnia,Desyrel,0.048246648
Insomnia,Desyrel Dividose,0.024085345
Insomnia,Dimenhydrinate,0
Insomnia,Diphenhydramine,0.025985678
Insomnia,Diphenhydramine / naproxen,0.007051529
Insomnia,Doral,0.025648808
Insomnia,Doxepin,0.048286421
Insomnia,Doxylamine,0.047149004
Insomnia,Edluar,0.012042673
Insomnia,Elavil,0.134050462
Insomnia,Estazolam,0.015729253
Insomnia,Eszopiclone,0.034047313
Insomnia,Excedrin PM,0.036250109
Insomnia,Flurazepam,0.04792764
Insomnia,Gabapentin,0.048713558
Insomnia,Halcion,0.056718991
Insomnia,Hetlioz,0.012180038
Insomnia,Intermezzo,0.018806893
Insomnia,Klonopin,0.112994332
Insomnia,Lorazepam,0.120709043
Insomnia,Lunesta,0.033974947
Insomnia,Melatonin,0.041055081
Insomnia,Mirtazapine,0.068443721
Insomnia,Neurontin,0.12307156
Insomnia,Nytol,0.022247431
Insomnia,Olanzapine,0.057063008
Insomnia,Pentobarbital,0.016634406
Insomnia,Phenobarbital,0.008581694
Insomnia,Quazepam,0.003090579
Insomnia,Quetiapine,0.051877134
Insomnia,Ramelteon,0.036210018
Insomnia,Remeron,0.189843172
Insomnia,Restoril,0.079733448
Insomnia,Rozerem,0.041360418
Insomnia,Seconal Sodium,0.069260214
Insomnia,Seroquel,0.051941342
Insomnia,Seroquel XR,0.035621938
Insomnia,Silenor,0.078237946
Insomnia,Simply Sleep,0.027662384
Insomnia,Sinequan,0.070917961
Insomnia,Sleep Aid,0.044825503
Insomnia,Sominex,0.051834663
Insomnia,Somnote,0.018253754
Insomnia,Sonata,0.057259328
Insomnia,Suvorexant,0.030780343
Insomnia,Temazepam,0.044614328
Insomnia,Trazodone,0.065162939
Insomnia,Triazolam,0.041767935
Insomnia,Unisom SleepGels,0.006829396
Insomnia,Unisom SleepTabs,0.032018721
Insomnia,Zaleplon,0.037456336
Insomnia,Zolpidem,0.030858404
Insomnia,Zolpimist,0.014718822
Insomnia,Zyprexa,0.047421056
Insomnia,ZzzQuil,0.00354972
"Insomnia, Stimulant-Associated",Catapres,1.52112335
"Insomnia, Stimulant-Associated",Clonidine,7.160169505
Insulin Resistance Syndrome,Fortamet,9.619941801
Insulin Resistance Syndrome,Glucophage,17.37696873
Insulin Resistance Syndrome,Metformin,15.38157679
Intermittent Claudication,Cilostazol,14.01780829
Intermittent Claudication,Pentoxifylline,8.753624254
Intermittent Claudication,Pletal,33.15654583
Intermittent Claudication,Trental,22.66163358
Interstitial Cystitis,Amitriptyline,1.290333901
Interstitial Cystitis,Azo Urinary Pain Relief,0.157466185
Interstitial Cystitis,Azo-Standard,1.20092803
Interstitial Cystitis,Elavil,2.698099959
Interstitial Cystitis,Elmiron,1.185060414
Interstitial Cystitis,Hydroxyzine,0.036163684
Interstitial Cystitis,Imipramine,2.704849321
Interstitial Cystitis,Pentosan polysulfate sodium,1.219455752
Interstitial Cystitis,Phenazopyridine,0.795474605
Interstitial Cystitis,Pyridium,0.76259554
Interstitial Cystitis,Trospium,1.259729482
Interstitial Cystitis,Uristat,1.086516678
Intraabdominal Infection,Metronidazole,1.086516678
Intraabdominal Infection,Moxifloxacin,10.66135839
Intraocular Hypertension,Latanoprost,2.483938745
Intraocular Hypertension,Tafluprost,3.107061948
Intraocular Hypertension,Timolol,7.302786533
Intraocular Hypertension,Travoprost,15.91419518
Intraocular Hypertension,Xalatan,2.794436325
Intraocular Hypertension,Zioptan,4.035633377
Iritis,Lotemax,3.959794641
Iritis,Loteprednol,4.987059847
Iritis,Zylet,3.896671481
Iron Deficiency Anemia,Feraheme,1.795003169
Iron Deficiency Anemia,Ferrous fumarate / iron polysaccharide,3.323462781
Iron Deficiency Anemia,Ferrous sulfate,1.388291736
Iron Deficiency Anemia,Ferumoxytol,1.795003169
Iron Deficiency Anemia,Iron polysaccharide,0.716172858
Iron Deficiency Anemia,Iron sucrose,1.861181353
Iron Deficiency Anemia,Niferex,1.150429424
Iron Deficiency Anemia,Poly Iron,0
Iron Deficiency Anemia,ProFe,0.452499884
Iron Deficiency Anemia,Proferrin-ES,1.656176753
Iron Deficiency Anemia,Slow Fe,1.572372563
Iron Deficiency Anemia,Tandem,3.323462781
Irritable Bowel Syndrome,Alosetron,0.146116406
Irritable Bowel Syndrome,Amitiza,0.183643261
Irritable Bowel Syndrome,Amitriptyline,0.29703463
Irritable Bowel Syndrome,Atropine / hyoscyamine / phenobarbital / scopolamine,0.202900886
Irritable Bowel Syndrome,Belladonna Tincture,0.076372382
Irritable Bowel Syndrome,Bentyl,0.340527255
Irritable Bowel Syndrome,Chlordiazepoxide / clidinium,0.188302318
Irritable Bowel Syndrome,Cholestyramine,0.254152016
Irritable Bowel Syndrome,Desipramine,0.029691084
Irritable Bowel Syndrome,Dicyclomine,0.226604569
Irritable Bowel Syndrome,Donnatal,0.171395915
Irritable Bowel Syndrome,Doxepin,0.179644279
Irritable Bowel Syndrome,Effexor XR,0.108651668
Irritable Bowel Syndrome,Eluxadoline,0.077520999
Irritable Bowel Syndrome,EnteraGam,0.038804167
Irritable Bowel Syndrome,Escitalopram,0.108331114
Irritable Bowel Syndrome,Hyoscyamine,0.189485227
Irritable Bowel Syndrome,Imipramine,0.260938971
Irritable Bowel Syndrome,Immune globulin oral,0.11551897
Irritable Bowel Syndrome,Lactobacillus acidophilus,0.727524268
Irritable Bowel Syndrome,Levsin,0.199119435
Irritable Bowel Syndrome,Levsin SL,0.345212414
Irritable Bowel Syndrome,Librax,0.25706428
Irritable Bowel Syndrome,Linaclotide,0.133682409
Irritable Bowel Syndrome,Linzess,0.137818488
Irritable Bowel Syndrome,Lotronex,0.099121924
Irritable Bowel Syndrome,Lubiprostone,0.153434311
Irritable Bowel Syndrome,Metamucil,0.180101598
Irritable Bowel Syndrome,Methscopolamine,0.013061545
Irritable Bowel Syndrome,Nortriptyline,0.138314459
Irritable Bowel Syndrome,Pamine,0.005130539
Irritable Bowel Syndrome,Psyllium,0.178006911
Irritable Bowel Syndrome,Questran,0.152537423
Irritable Bowel Syndrome,Rifaximin,0.265841537
Irritable Bowel Syndrome,Symax Duotab,0.146557141
Irritable Bowel Syndrome,Tegaserod,0.073016314
Irritable Bowel Syndrome,Venlafaxine,0.057245113
Irritable Bowel Syndrome,Viberzi,0.094090007
Irritable Bowel Syndrome,Xifaxan,0.164900665
Irritable Bowel Syndrome,Zelnorm,0.104665805
Ischemic Stroke,Clopidogrel,23.94204842
Ischemic Stroke,Plavix,42.98741108
"Ischemic Stroke, Prophylaxis",Aggrenox,6.013625203
"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,5.467001894
Joint Infection,Ceftriaxone,2.498723865
Joint Infection,Rocephin,2.498723865
Juvenile Idiopathic Arthritis,Actemra,1.304555151
Juvenile Idiopathic Arthritis,Adalimumab,2.75848892
Juvenile Idiopathic Arthritis,Enbrel,2.043403727
Juvenile Idiopathic Arthritis,Orencia,5.331880675
Juvenile Idiopathic Arthritis,Remicade,0.185892595
Juvenile Idiopathic Arthritis,Tocilizumab,1.69344404
Juvenile Rheumatoid Arthritis,Aleve,1.303820014
Juvenile Rheumatoid Arthritis,Azulfidine,1.738426685
Juvenile Rheumatoid Arthritis,Enbrel,1.586216424
Juvenile Rheumatoid Arthritis,Etanercept,1.303820014
Juvenile Rheumatoid Arthritis,Etodolac,1.086516678
Juvenile Rheumatoid Arthritis,Meloxicam,1.955730021
Keratitis,Loteprednol,0
Keratoconjunctivitis Sicca,Cyclosporine,1.506343983
Keratoconjunctivitis Sicca,Restasis,1.690427618
Keratosis,Aldara,0.660774186
Keratosis,Carac,9.054305653
Keratosis,Collagenase,0.278838893
Keratosis,Collagenase Santyl,0.362172226
Keratosis,Efudex,4.428325458
Keratosis,Fluoroplex,1.403417376
Keratosis,Fluorouracil,5.016702104
Keratosis,Imiquimod,0.909939464
Keratosis,Solaraze,0.362172226
Keratosis,Zyclara,1.193044983
Kidney Infections,Amoxicillin / clavulanate,1.300459481
Kidney Infections,Augmentin,0.266164398
Kidney Infections,Bactrim,0.112964706
Kidney Infections,Bactrim DS,0.29632273
Kidney Infections,Cephalexin,1.851100905
Kidney Infections,Cipro,1.070517238
Kidney Infections,Ciprofloxacin,1.144356556
Kidney Infections,Keflex,1.178990731
Kidney Infections,Levaquin,1.387321037
Kidney Infections,Levofloxacin,0.543258339
Kidney Infections,Methenamine,0.444484096
Kidney Infections,Rocephin,0.197548487
Kidney Infections,Septra,0.197548487
Kidney Infections,Septra DS,0.345709852
Kidney Infections,Sulfamethoxazole / trimethoprim,0.246532604
Kidney Infections,Zosyn,0.060750758
Labor Induction,Dinoprostone,21.73033357
Labor Pain,Butorphanol,0.980430565
Labor Pain,Naropin Polyamp,0
Labor Pain,Stadol,0.434606671
Lactation Augmentation,Metoclopramide,7.408172935
Lactose Intolerance,Lactaid,3.138336998
Lactose Intolerance,Lactaid Ultra,1.777936383
Lactose Intolerance,Lactase,2.303282529
Left Ventricular Dysfunction,Benazepril,4.209718573
Left Ventricular Dysfunction,Carvedilol,5.157844269
Left Ventricular Dysfunction,Coreg,8.365166783
Left Ventricular Dysfunction,Enalapril,4.346066713
Left Ventricular Dysfunction,Metoprolol,3.341291696
Left Ventricular Dysfunction,Valsartan,5.163585749
Lennox-Gastaut Syndrome,Banzel,1.973360011
Lennox-Gastaut Syndrome,Clobazam,0.310433337
Lennox-Gastaut Syndrome,Felbatol,0
Lennox-Gastaut Syndrome,Onfi,1.109871439
Lennox-Gastaut Syndrome,Rufinamide,2.483466693
Lichen Planus,Clobetasol,3.440636148
Lichen Planus,Prednisone,1.661090851
Lichen Planus,Triamcinolone,4.392009305
Lichen Sclerosus,Clobetasol,21.73033357
Lichen Sclerosus,Temovate,28.24943364
Light Anesthesia,Midazolam,1.603972695
Light Anesthesia,Versed,3.266441629
Light Sedation,Chlorpromazine,1.200646722
Light Sedation,Demerol,1.664515953
Light Sedation,Diazepam,1.172011125
Light Sedation,Meperidine,1.243888613
Light Sedation,Midazolam,0.630881097
Light Sedation,Phenergan,1.660364161
Light Sedation,Promethazine,1.117243043
Light Sedation,Thorazine,1.223016924
Light Sedation,Valium,3.641299138
Light Sedation,Versed,0.673211462
Lipodystrophy,Egrifta,1.628944743
Lipodystrophy,Tesamorelin,3.024389847
Liver Magnetic Resonance Imaging,Eovist,1.086516678
Liver Magnetic Resonance Imaging,Gadoxetate disodium,1.086516678
Local Anesthesia,Bupivacaine,13.03820014
Lyme Disease,Ceftin,4.617695883
Lyme Disease,Cefuroxime,0.20912917
Lyme Disease,Doxycycline,4.655019203
"Lyme Disease, Arthritis",Plaquenil,49.3395157
"Lyme Disease, Neurologic",Ceftriaxone,0.27162917
"Lyme Disease, Neurologic",Doxy 100,2.041694373
"Lyme Disease, Neurologic",Doxycycline,2.535205583
"Lyme Disease, Neurologic",Penicillin g benzathine,4.889325052
"Lyme Disease, Neurologic",Rocephin,0.585322924
Lymphocytic Colitis,Asacol,49.9797672
Lymphoma,Doxorubicin,9.778650105
Lymphoma,Lenalidomide,1.086516678
Macular Degeneration,Aflibercept,37.59347707
Macular Degeneration,Lucentis,1.0154787
Macular Degeneration,Ranibizumab,3.163469371
Macular Edema,Lucentis,10.58632789
Macular Edema,Ozurdex,2.173033357
Major Depressive Disorde,Abilify,0.047088581
Major Depressive Disorde,Aripiprazole,0.054888549
Major Depressive Disorde,Brexpiprazole,0.10102215
Major Depressive Disorde,Budeprion XL,0.067685516
Major Depressive Disorde,Bupropion,0.108739876
Major Depressive Disorde,Cymbalta,0.074539193
Major Depressive Disorde,Desvenlafaxine,0.058563462
Major Depressive Disorde,Desyrel,0.078847364
Major Depressive Disorde,Doxepin,0.161219034
Major Depressive Disorde,Duloxetine,0.070367048
Major Depressive Disorde,Effexor,0.043198508
Major Depressive Disorde,Effexor XR,0.066725726
Major Depressive Disorde,Escitalopram,0.04711104
Major Depressive Disorde,Fetzima,0.073623026
Major Depressive Disorde,Fluoxetine,0.08833892
Major Depressive Disorde,Fluoxetine / olanzapine,0.021770546
Major Depressive Disorde,Levomilnacipran,0.090856329
Major Depressive Disorde,Lexapro,0.143433637
Major Depressive Disorde,Mirtazapine,0.085355064
Major Depressive Disorde,Olanzapine,0.038839489
Major Depressive Disorde,Paroxetine,0.151386939
Major Depressive Disorde,Paxil,0.057769655
Major Depressive Disorde,Pristiq,0.041003146
Major Depressive Disorde,Prozac,0.13354024
Major Depressive Disorde,Prozac Weekly,0.07934516
Major Depressive Disorde,Quetiapine,0.025372499
Major Depressive Disorde,Remeron,0.156435092
Major Depressive Disorde,Rexulti,0.103680612
Major Depressive Disorde,Selegiline,0.032851196
Major Depressive Disorde,Seroquel XR,0.038040107
Major Depressive Disorde,Sertraline,0.07491577
Major Depressive Disorde,Sinequan,0.121306117
Major Depressive Disorde,Symbyax,0.021770546
Major Depressive Disorde,Trazodone,0.08887403
Major Depressive Disorde,Trintellix,0.122248592
Major Depressive Disorde,Venlafaxine,0.059524781
Major Depressive Disorde,Viibryd,0.100517984
Major Depressive Disorde,Vilazodone,0.096615109
Major Depressive Disorde,Vortioxetine,0.090546966
Major Depressive Disorde,Wellbutrin,0.109944689
Major Depressive Disorde,Wellbutrin SR,0.093360604
Major Depressive Disorde,Wellbutrin XL,0.199724368
Major Depressive Disorde,Zoloft,0.103519299
Major Depressive Disorde,Zyprexa,0.101914324
Malaria,Atovaquone,0
Malaria,Atovaquone / proguanil,0.541772068
Malaria,Coartem,2.004775017
Malaria,Doxycycline,1.84764877
Malaria,Fansidar,1.086516678
Malaria,Halfan,0
Malaria,Malarone,0.814887509
Malaria,Mefloquine,0.264284559
Malaria Prevention,Atovaquone / proguanil,1.26651933
Malaria Prevention,Doxycycline,0.285925442
Malaria Prevention,Lariam,1.444689086
Malaria Prevention,Malarone,1.351511047
Malaria Prevention,Mefloquine,0.457480707
Malignant Glioma,Bevacizumab,80.4022342
Mania,Chlorpromazine,0.525454202
Mania,Depakote,4.512718277
Mania,Depakote ER,1.49689868
Mania,Depakote Sprinkles,1.388734121
Mania,Divalproex sodium,3.252964857
Mania,Haldol,0.688831341
Mania,Haloperidol,0.869977345
Mania,Lithium,4.089536924
Mania,Risperdal,3.954920709
Mania,Risperidone,3.954920709
Melanoma,Interferon alfa-2b,0
Melanoma,Opdivo,1.448688904
Melanoma,Pembrolizumab,3.202965856
"Melanoma, Metastatic",Keytruda,3.77635699
"Melanoma, Metastatic",Temodar,2.861727111
"Melanoma, Metastatic",Vemurafenib,7.875822909
"Melanoma, Metastatic",Zelboraf,0.271032251
Melasma,Fluocinolone / hydroquinone / tretinoin,2.450691364
Melasma,Tri-Luma,2.750871743
Meniere's Disease,Diazepam,19.77253568
Meniere's Disease,Valium,8.257526755
Meningitis,Ampicillin,30.42246699
Meningococcal Meningitis Prophylaxis,Meningococcal conjugate vaccine,2.173033357
Menopausal Disorders,Esterified estrogens / methyltestosterone,27.64094565
Menopausal Disorders,Estratest H.S.,32.41992005
Menorrhagia,Dienogest / estradiol,0.236422585
Menorrhagia,Lysteda,4.410076334
Menorrhagia,Natazia,0.660267127
Menorrhagia,Tranexamic acid,2.741788566
Menstrual Disorders,Drospirenone / ethinyl estradiol,0.079264633
Menstrual Disorders,Ethinyl estradiol / norethindrone,0.073234941
Menstrual Disorders,Gianvi,0.044795151
Menstrual Disorders,Gildess Fe 1 / 20,0
Menstrual Disorders,Junel Fe 1 / 20,0.033759473
Menstrual Disorders,Loestrin 21 1 / 20,0.083308963
Menstrual Disorders,Loestrin 24 Fe,0.129219953
Menstrual Disorders,Loryna,0.031843483
Menstrual Disorders,Lysteda,0.603265578
Menstrual Disorders,Microgestin Fe 1 / 20,0.22235349
Menstrual Disorders,Microgestin Fe 1.5 / 30,0.03751742
Menstrual Disorders,Ocella,0.071332965
Menstrual Disorders,Tranexamic acid,0.4226775
Menstrual Disorders,Vestura,0
Menstrual Disorders,Yasmin,0.213475436
Menstrual Disorders,Yaz,0.0766261
Methicillin-Resistant Staphylococcus Aureus Infection,Linezolid,7.371241748
Methicillin-Resistant Staphylococcus Aureus Infection,Zyvox,5.821762834
Migraine,Acetaminophen / aspirin / caffeine,0.018833004
Migraine,Acetaminophen / aspirin / caffeine / salicylamide,0.023179022
Migraine,Almotriptan,0.021976162
Migraine,Amerge,0.036083517
Migraine,Amrix,0.117613468
Migraine,Aspirin / butalbital / caffeine,0.046205183
Migraine,Axert,0.031690766
Migraine,Botox,0.017299466
Migraine,Butalbital Compound,0.046727721
Migraine,Cafergot,0.032234562
Migraine,Caffeine / ergotamine,0.017638888
Migraine,Cambia,0.047197385
Migraine,Cyclobenzaprine,0.072136144
Migraine,Cyproheptadine,0.041259007
Migraine,Diclofenac,0.053149247
Migraine,Dihydroergotamine,0.023646661
Migraine,Eletriptan,0.029503261
Migraine,Ergomar,0.017845689
Migraine,Ergotamine,0.024948311
Migraine,Excedrin,0.018282838
Migraine,Fiorinal,0.042962741
Migraine,Flexeril,0.097693345
Migraine,Frova,0.019378894
Migraine,Frovatriptan,0.022291521
Migraine,Gabapentin,0.169239237
Migraine,Goody's Extra-Strength Headache Powders,0.014486889
Migraine,Imitrex,0.029110784
Migraine,Imitrex Statdose,0.010847751
Migraine,Maxalt,0.038627116
Migraine,Maxalt-MLT,0.031362962
Migraine,Methergine,0.043303251
Migraine,Methylergonovine,0.005508743
Migraine,Metoclopramide,0.032765333
Migraine,Migranal,0.026288519
Migraine,Naproxen / sumatriptan,0.022774755
Migraine,Naratriptan,0.0432329
Migraine,Neurontin,0.14870198
Migraine,OnabotulinumtoxinA,0.012049293
Migraine,Onzetra Xsail,0.005910111
Migraine,Orphenadrine,0.002117665
Migraine,Reglan,0.048463864
Migraine,Relpax,0.031916505
Migraine,Rizatriptan,0.024006724
Migraine,Sumatriptan,0.023414236
Migraine,Sumavel DosePro,0.018854491
Migraine,Treximet,0.02249498
Migraine,Venlafaxine,0.021361218
Migraine,Zecuity,0.048135353
Migraine,Zolmitriptan,0.014677259
Migraine,Zomig,0.025290868
Migraine,Zomig-ZMT,0.012246558
Migraine Prevention,Amitriptyline,0.119573746
Migraine Prevention,Amlodipine,0.113051251
Migraine Prevention,Atenolol,0.097219762
Migraine Prevention,Baclofen,0.115131366
Migraine Prevention,Benicar,0.094614371
Migraine Prevention,Botox,0.151959241
Migraine Prevention,Bupropion,0.017958773
Migraine Prevention,Calan,0.200952582
Migraine Prevention,Calan SR,0.238677434
Migraine Prevention,Candesartan,0.040210669
Migraine Prevention,Clonazepam,0.135033185
Migraine Prevention,Corgard,0.09881216
Migraine Prevention,Depakote,0.081943446
Migraine Prevention,Depakote ER,0.128243782
Migraine Prevention,Divalproex sodium,0.090303154
Migraine Prevention,Elavil,0.195749518
Migraine Prevention,Inderal,0.115570282
Migraine Prevention,Klonopin,0.163546805
Migraine Prevention,Lamotrigine,0.069747257
Migraine Prevention,Lioresal,0.126163171
Migraine Prevention,Lisinopril,0.103117617
Migraine Prevention,Metoprolol,0.094400743
Migraine Prevention,Nadolol,0.021476229
Migraine Prevention,Nortriptyline,0.143559224
Migraine Prevention,Norvasc,0.223858489
Migraine Prevention,Olmesartan,0.006836948
Migraine Prevention,OnabotulinumtoxinA,0.137184834
Migraine Prevention,Pamelor,0.332899554
Migraine Prevention,Pregabalin,0.069878194
Migraine Prevention,Propranolol,0.146476666
Migraine Prevention,Riboflavin,0.112013899
Migraine Prevention,Topamax,0.103243573
Migraine Prevention,Topiramate,0.081420389
Migraine Prevention,Verapamil,0.134143064
Migraine Prevention,Vitamin B2,0.065878596
Migraine Prevention,Zonegran,0.165750649
Migraine Prevention,Zonisamide,0.119954941
Mild Cognitive Impairment,Donepezil,76.33017325
Mitral Valve Prolapse,Atenolol,4.843672395
Mitral Valve Prolapse,Bystolic,4.65206574
Mitral Valve Prolapse,Inderal LA,0.543258339
Mitral Valve Prolapse,Metoprolol,3.593601465
Mitral Valve Prolapse,Nebivolol,4.643895643
Mitral Valve Prolapse,Propranolol,2.269208059
Mitral Valve Prolapse,Tenormin,4.843672395
Mitral Valve Prolapse,Toprol-XL,5.729553103
Motion Sickness,Bonine,0.751325851
Motion Sickness,Cyclizine,0.230085885
Motion Sickness,Dimenhydrinate,0.465244643
Motion Sickness,Diphenhydramine,0.534606671
Motion Sickness,Dramamine,0.735241119
Motion Sickness,Dramamine Less Drowsy,0.275558435
Motion Sickness,Marezine,2.346391789
Motion Sickness,Meclizine,0.429893217
Motion Sickness,Phenergan,0.395373649
Motion Sickness,Promethazine,0.41048701
Motion Sickness,Scopolamine,0.257178033
Motion Sickness,Transderm-Scop,0.484542403
"Mountain Sickness , Altitude Sickness",Acetazolamide,11.988487
"Mountain Sickness , Altitude Sickness",Diamox,34.33392704
Mucositis,Chlorhexidine,13.08099872
Mucositis,NeutraSal,23.17902247
Mucositis,Saliva substitutes,2.897377809
Multiple Myeloma,Bortezomib,12.10690013
Multiple Myeloma,Dexamethasone,0.620866673
Multiple Myeloma,Kyprolis,0
Multiple Myeloma,Lenalidomide,11.28520763
Multiple Myeloma,Pomalidomide,0
Multiple Myeloma,Revlimid,11.28520763
Multiple Myeloma,Velcade,12.10690013
Multiple Sclerosis,Acthar,0.070782845
Multiple Sclerosis,Alemtuzumab,0.343326063
Multiple Sclerosis,Amantadine,0.148643976
Multiple Sclerosis,Ampyra,0.488098147
Multiple Sclerosis,Aubagio,0.329399504
Multiple Sclerosis,Avonex,0.125042006
Multiple Sclerosis,Betaseron,0.099626333
Multiple Sclerosis,Copaxone,0.278490165
Multiple Sclerosis,Corticotropin,0.049547992
Multiple Sclerosis,Cytoxan,0.054496201
Multiple Sclerosis,Dalfampridine,0.444229519
Multiple Sclerosis,Decadron,0.165432032
Multiple Sclerosis,Dimethyl fumarate,0.161130448
Multiple Sclerosis,Fingolimod,0.43872389
Multiple Sclerosis,Gilenya,0.423470508
Multiple Sclerosis,Glatiramer,0.268958646
Multiple Sclerosis,Glatopa,0.063704561
Multiple Sclerosis,H.P. Acthar Gel,0.021234854
Multiple Sclerosis,Interferon beta-1a,0.099079832
Multiple Sclerosis,Lemtrada,0.445931927
Multiple Sclerosis,Modafinil,0.276214969
Multiple Sclerosis,Mycophenolate mofetil,0.028313138
Multiple Sclerosis,Natalizumab,0.351164226
Multiple Sclerosis,Novantrone,0.099095984
Multiple Sclerosis,Peginterferon beta-1a,0.014692991
Multiple Sclerosis,Plegridy,0.019578985
Multiple Sclerosis,Provigil,0.165790612
Multiple Sclerosis,Rebif,0.106987833
Multiple Sclerosis,Tecfidera,0.154597145
Multiple Sclerosis,Teriflunomide,0.277960701
Multiple Sclerosis,Tysabri,0.383105458
Multiple Sclerosis,Valacyclovir,0.047271202
Multiple Sclerosis,Valtrex,0.163004364
Muscle Pain,Acetaminophen / caffeine / magnesium salicylate,0.285925442
Muscle Pain,Advil,1.086516678
Muscle Pain,Anaprox,0.672216237
Muscle Pain,Anaprox-DS,0.800591237
Muscle Pain,Aspirin / caffeine / orphenadrine,1.026295606
Muscle Pain,Aspirin / carisoprodol,0.972146502
Muscle Pain,Diclofenac,1.11014078
Muscle Pain,Ibuprofen,1.601182473
Muscle Pain,Methyl salicylate,0.032489861
Muscle Pain,Nabumetone,1.101199385
Muscle Pain,Naproxen,0.828645803
Muscle Pain,Norgesic,0.114370177
Muscle Pain,Salonpas Pain Patch,0.68622106
Muscle Pain,Voltaren,0.857776325
Muscle Pain,Zipsor,1.440020746
Muscle Spasm,Amrix,0.093291885
Muscle Spasm,Aspirin / caffeine / orphenadrine,0.053602478
Muscle Spasm,Aspirin / carisoprodol,0.095629745
Muscle Spasm,Aspirin / carisoprodol / codeine,0.070062143
Muscle Spasm,Baclofen,0.208451199
Muscle Spasm,Carisoprodol,0.173310249
Muscle Spasm,Chlorzoxazone,0.15821411
Muscle Spasm,Cyclobenzaprine,0.109431761
Muscle Spasm,Diastat,0.200513361
Muscle Spasm,Diazepam,0.184051228
Muscle Spasm,Fexmid,0.1071805
Muscle Spasm,Flexeril,0.213141354
Muscle Spasm,Lioresal,0.393269639
Muscle Spasm,Lorzone,0.192343585
Muscle Spasm,Metaxalone,0.146264682
Muscle Spasm,Methocarbamol,0.207875163
Muscle Spasm,Norflex,0.217083142
Muscle Spasm,Norgesic Forte,0.068926468
Muscle Spasm,Orphenadrine,0.091113454
Muscle Spasm,Robaxin,0.375323483
Muscle Spasm,Robaxin-750,0.168661727
Muscle Spasm,Skelaxin,0.136366683
Muscle Spasm,Soma,0.266457156
Muscle Spasm,Soma Compound,0.086702632
Muscle Spasm,Tizanidine,0.199760266
Muscle Spasm,Valium,0.29056497
Muscle Spasm,Zanaflex,0.370050779
Myasthenia Gravis,CellCept,5.728906122
Myasthenia Gravis,Mestinon,4.162435604
Myasthenia Gravis,Mestinon Timespan,1.777936383
Myasthenia Gravis,Mycophenolate mofetil,2.17958765
Myasthenia Gravis,Neostigmine,0.076046971
Myasthenia Gravis,Pyridostigmine,2.043950628
"Mycobacterium avium-intracellulare, Treatment",Clarithromycin,1.086516678
"Mycobacterium avium-intracellulare, Treatment",Ethambutol,2.716291696
"Mycobacterium avium-intracellulare, Treatment",Rifampin,2.535900474
Myelodysplastic Syndrome,Azacitidine,5.960333936
Myelodysplastic Syndrome,Vidaza,3.601242683
Myelofibrosis,Jakafi,2.173033357
Myeloproliferative Disorders,Gleevec,1.086516678
Myeloproliferative Disorders,Imatinib,1.086516678
NSAID-Induced Gastric Ulce,Esomeprazole,6.634544158
NSAID-Induced Gastric Ulce,Nexium,7.571663666
NSAID-Induced Gastric Ulce,Prevacid,5.866739988
NSAID-Induced Ulcer Prophylaxis,Esomeprazole / naproxen,149.689868
Narcolepsy,Adderall,0.438666135
Narcolepsy,Adderall XR,0.2936412
Narcolepsy,Amphetamine,0.107189986
Narcolepsy,Amphetamine / dextroamphetamine,0.336169633
Narcolepsy,Armodafinil,0.198605583
Narcolepsy,Concerta,0.136215081
Narcolepsy,Dexedrine,0.454165701
Narcolepsy,Dextroamphetamine,0.381478511
Narcolepsy,Evekeo,0
Narcolepsy,Lisdexamfetamine,0.084452716
Narcolepsy,Methylin,0.232574144
Narcolepsy,Methylphenidate,0.321564182
Narcolepsy,Modafinil,0.242234027
Narcolepsy,Nuvigil,0.189023705
Narcolepsy,Pristiq,0.334187841
Narcolepsy,Provigil,0.330126729
Narcolepsy,Ritalin,0.451497215
Narcolepsy,Ritalin-SR,0.46748117
Narcolepsy,Sodium oxybate,0.275049841
Narcolepsy,Xyrem,0.273736338
Nasal Carriage of Staphylococcus aureus,Bactroban,12.87507753
Nasal Carriage of Staphylococcus aureus,Mupirocin,12.87507753
